targy_nev,kredit,felelos,nyelv,link
Projektszeminárium,3,Pelle Veronika,magyar,https://www.uni-corvinus.hu/tantargyak/KSKM017NMBB?semester=2024/25/1
Projektvezetés,3,Dr. Jelen Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/2SP72NDK01B?semester=2024/25/2
Pszichodráma,4,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM044LMSB?semester=2024/25/2
Public Choice,6,Molnár Gábor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/GKKK031NABB?semester=2024/25/2
Public Economics,4,Dr. Győrffy Dóra,magyar,https://www.uni-corvinus.hu/tantargyak/GKKK027NABB?semester=2024/25/2
Public Economics,6,Csengődi Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/TARS104NAMB?semester=2024/25/2
Public economics and public choice,9,Golovics József,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG089NAMB?semester=2024/25/2
Public Financial Management,6,Bartha Attila,magyar,https://www.uni-corvinus.hu/tantargyak/TARS109NAMB?semester=2024/25/2
Public International Law in Practice I,3,dr. Kirs Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB082NAMB?semester=2024/25/2
Public Policies for Human Development,6,Bartha Attila,magyar,https://www.uni-corvinus.hu/tantargyak/KOZNXV4KZ56?semester=2024/25/2
Public Policy Analysis,6,Bartha Attila,magyar,https://www.uni-corvinus.hu/tantargyak/TARS012NAMB?semester=2024/25/2
Publication counselling,6,Dr. Keszey Tamara,magyar,https://www.uni-corvinus.hu/tantargyak/MAME008NAPB?semester=2024/25/2
Qualitative and Quantitative Research,6,Dr. Székely László Levente,magyar,https://www.uni-corvinus.hu/tantargyak/293NMARK652M?semester=2024/25/2
Qualitative Data Analysis with nVivo,6,Dr. Vicsek Lilla Mária,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK050?semester=2024/25/2
Qualitative Methodology 2,6,Dr. Mitev Ariel Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/PHG076?semester=2024/25/2
Qualitative Methods I: Process Tracing,6,dr. Marton Péter,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP032?semester=2024/25/2
Quantitative Finance,7,Dr. Szabó Dávid Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV118NAMB?semester=2024/25/2
Quantitative Methods,6,Dr. Jankó Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/293NMATK217B?semester=2024/25/2
Quantitative methods,6,Ábele-Nagy Kristóf,magyar,https://www.uni-corvinus.hu/tantargyak/293NMATK600M?semester=2024/25/2
Quantitative Methods,3,Dr. Jankó Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/MSOA047NABB?semester=2024/25/2
Quantitative Methods,6,Ábele-Nagy Kristóf,magyar,https://www.uni-corvinus.hu/tantargyak/OPDO035NAMB?semester=2024/25/2
Quantitative Research and Data Analysis II.,6,Hajdu Miklós,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NDVT5B?semester=2024/25/2
Quantitative Research Methods in Marketing,6,Agárdi Irma,magyar,https://www.uni-corvinus.hu/tantargyak/PHG068?semester=2024/25/2
Questionnaire Design and Survey Methods,6,Prof. Dr. Rencz Fanni,magyar,https://www.uni-corvinus.hu/tantargyak/KOZNXV4KZ64?semester=2024/25/2
Recent Development of the EU,3,Dr. Komanovics Adrienne Kinga,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NGKB3B?semester=2024/25/2
"Régiók, városok és geostratégiák",6,Dr. Salamin Géza,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAK32B?semester=2023/24/1
Regional Economics,6,Kollai István,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32NAK12M?semester=2024/25/2
Regional Geography of the World,3,Dr. Jeney László Botond,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAK52M?semester=2024/25/2
Regional Studies,6,Dr. Matura Tamás Attila,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NBKA8B?semester=2024/25/2
Regionális elemzések módszerei,3,Dr. Jeney László Botond,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAK04B?semester=2024/25/2
Regionális tanulmányok,6,Dr. Matura Tamás Attila,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NGK76B?semester=2024/25/2
Regionalism and Inter-Regionalism in International Relations,6,dr. Lehoczki Bernadett Judit,magyar,https://www.uni-corvinus.hu/tantargyak/PHN_REGINTERREGINTREL?semester=2024/25/2
Regionalizmus és nemzetközi intézmények,3,dr. Lehoczki Bernadett Judit,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NGKF2B?semester=2024/25/2
Reklám a tömegmédiában,4,Dr. Csordás Tamás Viktor,magyar,https://www.uni-corvinus.hu/tantargyak/MARK001NMBB?semester=2024/25/2
Rendezvényszervezés,5,Dr. Ásványi Katalin,angol,https://www.uni-corvinus.hu/tantargyak/2MA41LAK13S?semester=2024/25/2
Rendezvényszervezés,6,Dr. Keller Krisztina,magyar,https://www.uni-corvinus.hu/tantargyak/MATT015NMBB?semester=2024/25/1
Rendszerfejlesztés,5,Balogh Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ31EAK04S?semester=2024/25/2
Rendszerfejlesztés és IT projektmenedzsment (projekttárgy),9,Dr. Klimkó Gábor György,magyar,https://www.uni-corvinus.hu/tantargyak/INIR040NMBB?semester=2024/25/2
Rendszerfejlesztés és IT projektmenedzsment (projekttárgy),9,Magyar Melinda,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN032NMBB?semester=2024/25/2
Research Design,6,Dr. Medve-Bálint Gergő,magyar,https://www.uni-corvinus.hu/tantargyak/GKOI019NAMB?semester=2024/25/2
Research Design,6,Dr. Győrffy Dóra,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP003?semester=2024/25/2
Research Design for International Economic Analysis,6,Dr. Almadi Sejla,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32NBKF6M?semester=2024/25/2
Research Design in Comparative Studies,6,Dr. Medve-Bálint Gergő,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP051?semester=2024/25/2
Research Forum 4,6,Dr. Bartus Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/PHS_RESFOR4?semester=2024/25/2
Research funding and implementation in the EU ecosystem,6,Kőváriné dr. Ignáth Éva,angol,https://www.uni-corvinus.hu/tantargyak/GLOB011NAMB?semester=2023/24/2
Research funding and implementation in the EU ecosystem,6,Kőváriné dr. Ignáth Éva,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB093NAMB?semester=2024/25/2
"Research Methodology: Theories, Concepts and Research Design II.",3,Dr. Szalai Máté,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB069NABB?semester=2024/25/2
Research Process,6,Robert Faff,magyar,https://www.uni-corvinus.hu/tantargyak/PHCDI009?semester=2024/25/2
Research Seminar II. Writing the Literature Review,6,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK036?semester=2024/25/2
Research Seminar IV. Research Design,6,Dr. Pásztor Adél,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK038?semester=2024/25/2
Retail Experience,6,Agárdi Irma,magyar,https://www.uni-corvinus.hu/tantargyak/MARK025NAMB?semester=2024/25/2
Rhetoric and politics,6,Dr. Gyulai Attila,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP039?semester=2024/25/2
Risk Management and Financial Institutions,6,Dömötör Barbara Mária,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV108NAMB?semester=2024/25/2
Risk Management and Financial Institutions,6,Dömötör Barbara Mária,magyar,https://www.uni-corvinus.hu/tantargyak/PENZ046NAMB?semester=2024/25/2
"Sajtófotó, kampány- és dokumentumfilm",6,Kovács Lajos,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKJ7B?semester=2024/25/2
SAP nagyvállalati megoldás,5,dr. Ternai Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/2IR32NBK02B?semester=2024/25/2
"Science, politics, society: Case studies from the 20th and 21st century",3,Dr. Demeter Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/NPPT037NABB?semester=2024/25/2
Self-Service Data Mining,3,Dr. Vas Réka Franciska,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN013NABB?semester=2024/25/2
Services Marketing,6,Jackson Kevin Michael,magyar,https://www.uni-corvinus.hu/tantargyak/MARK091NABB?semester=2024/25/2
Serving International Customers,6,Miskolcziné Dr. Gábriel Mónika,magyar,https://www.uni-corvinus.hu/tantargyak/VGLE060NABB?semester=2024/25/2
Skill seminar (CEMS),2,Dr. Szántó Richárd,magyar,https://www.uni-corvinus.hu/tantargyak/OPDO065NAMB?semester=2024/25/2
Skill seminar II. (CEMS),1,Dr. Szántó Richárd,magyar,https://www.uni-corvinus.hu/tantargyak/OPDO067NAMB?semester=2024/25/2
Social Media and Communication,6,Dr. Jessie Labov,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK027?semester=2024/25/2
Social Networks in Economic Geography,magyar,Dr. Hoppál Bulcsú Kál,magyar,https://www.uni-corvinus.hu/tantargyak/PHKGI044?semester=2024/25/2
Social Philosophy,3,Dr. Gál Róbert,magyar,https://www.uni-corvinus.hu/tantargyak/NPPT003NABB?semester=2024/25/2
Social Policy,6,Dr. Kacsirek László,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NDVT9B?semester=2024/25/2
Social Science Elective Erasmus,6,Varga Ákos,magyar,https://www.uni-corvinus.hu/tantargyak/VALL009NABB?semester=2024/25/2
Social Science Research Methods I.,3,Dr. Mohácsi László,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKJ8B?semester=2024/25/2
Software engineering,6,Dr. Mohácsi László,magyar,https://www.uni-corvinus.hu/tantargyak/INSA039NMBB?semester=2023/24/1
Software Engineering,6,Dr. Csáki Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN011NABB?semester=2024/25/2
Software technológia,6,Dr. Mohácsi László,magyar,https://www.uni-corvinus.hu/tantargyak/INSA008NMBB?semester=2024/25/2
Spanyol (A1/1 szint t.mentes),3,Kőszegi Dávid,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0286SPAA?semester=2024/25/2
Spanyol (A1/2 szint t.mentes),3,Kőszegi Dávid,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0288SPAA?semester=2024/25/2
Spanyol (A2/1 szint t.mentes),3,Kőszegi Dávid,egyéb,https://www.uni-corvinus.hu/tantargyak/IOK0290SPAA?semester=2024/25/1
Spanyol (A2/2 szint t.mentes),3,Kőszegi Dávid,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0292SPAA?semester=2024/25/2
"Spanyol (ált., felső, t.mentes)/1",3,Kőszegi Dávid,egyéb,https://www.uni-corvinus.hu/tantargyak/IOK0294SPAF?semester=2024/25/1
"Spanyol (ált., felső, t.mentes)/2",3,Kőszegi Dávid,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0296SPAF?semester=2024/25/2
"Spanyol (gazdasági, közép, t.mentes)/1",3,Kőszegi Dávid,egyéb,https://www.uni-corvinus.hu/tantargyak/IOK0306SPGK?semester=2024/25/1
"Spanyol (gazdasági, közép, t.mentes)/2",3,Kőszegi Dávid,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0308SPGK?semester=2024/25/2
Spanyol (nemzetközi kapcs.felsőfok t.mentes)/2,3,Kőszegi Dávid,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0312SPNF?semester=2024/25/2
"Spanyol (szakmai előkészítő, t.mentes)/2",3,Kőszegi Dávid,egyéb,https://www.uni-corvinus.hu/tantargyak/7IL50NNVA5B?semester=2023/24/2
"Spanyol (szakmai, közép, t.mentes)/2",3,Kőszegi Dávid,egyéb,https://www.uni-corvinus.hu/tantargyak/7IL50NNVB4B?semester=2023/24/2
Sportágak gazdaságtana,3,Dr. Máté Tünde,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60LAK09M?semester=2024/25/2
Sportgazdasági kutatások kvantitatív módszerei,3,Dr. Kajos Attila,magyar,https://www.uni-corvinus.hu/tantargyak/VGUG003NMMS?semester=2023/24/2
Sportgazdasági kutatások kvantitatív módszerei,3,Dr. Kajos Attila,magyar,https://www.uni-corvinus.hu/tantargyak/VGUG007NMMSD?semester=2023/24/2
Sportrendezvények menedzsmentje,6,Dr. Havran Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/VGUG033NMBS?semester=2024/25/2
Sportszolgáltatások menedzsmentje,6,Dr. Havran Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/VGUG034NMBS?semester=2024/25/2
Sportüzleti esettanulmányok,4,Kozma Miklós Attila,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NAK11M?semester=2024/25/2
Sportüzleti esettanulmányok,4,Kozma Miklós Attila,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60LAK11M?semester=2024/25/2
Stakeholder management,5,Dr. Blaskovics Bálint,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0047LASB?semester=2024/25/2
Start-up menedzsment,4,dr. Kállay László Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/VF00103NMMB?semester=2024/25/2
Start-up Navigator: The Entrepreneurial Perspective,6,Gittins Timothy Benjamin,magyar,https://www.uni-corvinus.hu/tantargyak/2KV71NAV02M?semester=2024/25/2
States and globalization,6,Ricz Judit,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB104NAMB?semester=2024/25/2
Statistical methods in energy markets II.,3,Szabó László,magyar,https://www.uni-corvinus.hu/tantargyak/REKK018LASB?semester=2024/25/2
Statistics,3,Kovács László,magyar,https://www.uni-corvinus.hu/tantargyak/4ST14NAK10B?semester=2024/25/2
Statistics,8,Oroszné Dr. Csesznák Anita Ilona,magyar,https://www.uni-corvinus.hu/tantargyak/MSST008NABB?semester=2024/25/2
Statistics 2.,6,Oroszné Dr. Csesznák Anita Ilona,magyar,https://www.uni-corvinus.hu/tantargyak/OPDO028NAMB?semester=2024/25/2
Statisztika,3,Balázsné Mócsai Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/4ST14NAK01B?semester=2024/25/2
Statisztika,8,Oroszné Dr. Csesznák Anita Ilona,magyar,https://www.uni-corvinus.hu/tantargyak/MSST012NMBB?semester=2024/25/2
Statisztika I.,5,Oravecz Beatrix,magyar,https://www.uni-corvinus.hu/tantargyak/4ST14NAK02B?semester=2024/25/2
Statisztika I.,6,Oravecz Beatrix,magyar,https://www.uni-corvinus.hu/tantargyak/MSST032NMBB?semester=2024/25/2
Statisztika I. (IMP-SPM),6,Keresztély Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/MSST034NMBB-SPM?semester=2024/25/2
Statisztika II,6,Oravecz Beatrix,magyar,https://www.uni-corvinus.hu/tantargyak/MSST027NMBB?semester=2024/25/2
Statisztika II,6,Balázsné Mócsai Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/MSST049NMBB?semester=2024/25/2
Statisztikai módszerek a biztosításban,5,Dr. Vékás Péter,magyar,https://www.uni-corvinus.hu/tantargyak/4OP13NAK23M?semester=2024/25/1
Stratégia és üzleti tervezés az agrobizniszben,6,Dr. Balogh Jeremiás Máté,magyar,https://www.uni-corvinus.hu/tantargyak/VF00031NMBB?semester=2024/25/2
Stratégiai és szervezeti modellek,6,Almási Anikó,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0083NMMB?semester=2024/25/2
Stratégiai és üzleti tervezés,3,Dr. Stocker Miklós György,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK26B?semester=2024/25/2
Stratégiai és üzleti tervezés,5,Dr. Jelen Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/2SP72LAK23S?semester=2024/25/2
Stratégiai és üzleti tervezés,6,Dr. Marciniak Róbert András,magyar,https://www.uni-corvinus.hu/tantargyak/VTVT009NMBB?semester=2024/25/2
Stratégiai HR esetek,4,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM091NMMB?semester=2023/24/2
Stratégiai HR esetek,8,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM106LMSB?semester=2024/25/2
Stratégiai HR esetek,4,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0080NMMB?semester=2024/25/2
Stratégiai kommunikáció I.,6,Rétvári Márton Gergely,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKC3B?semester=2024/25/2
Stratégiai kommunikáció II.,6,Pelle Veronika,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKC7B?semester=2024/25/1
Stratégiai kommunikáció III.,6,Pelle Veronika,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKC9B?semester=2024/25/2
Stratégiai menedzsment,6,Dr. Marciniak Róbert András,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0078NMMB?semester=2024/25/2
Stratégiai vezetői számvitel,3,Dr. Martin Kíra,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM022NMMB?semester=2023/24/2
Strategic Communication III.,6,Rétvári Márton Gergely,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKK9B?semester=2024/25/2
Strategic Financial Analysis,6,Dr. Fiáth Attila,angol,https://www.uni-corvinus.hu/tantargyak/2BE52NAV03M?semester=2024/25/1
Strategic International Management,6,Dr. Stocker Miklós György,magyar,https://www.uni-corvinus.hu/tantargyak/VTVT019MMMB?semester=2024/25/2
Strategic positioning for competitive advantage,6,Dr. Horváth Dóra,magyar,https://www.uni-corvinus.hu/tantargyak/VTVT010NMBB?semester=2024/25/2
Strategy and leadership,3,Dr. Stocker Miklós György,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0069NAMB?semester=2024/25/2
Strategy in action,6,Szukits Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/VGUG026NMBB?semester=2024/25/2
"Strategy, Geostrategy, and Foreign Policy",6,Dr. Morgado Nuno,magyar,https://www.uni-corvinus.hu/tantargyak/CIAS006NAMB?semester=2024/25/2
Student Managed Investment Fund,6,Dr. Naffa Helena,magyar,https://www.uni-corvinus.hu/tantargyak/STUMA_VTBEF?semester=2024/25/2
Student Managed Investment Fund,6,Dr. Naffa Helena,magyar,https://www.uni-corvinus.hu/tantargyak/FINMA_VTBEF1?semester=2024/25/2
Sustainability and Ethics,5,Dr. Ásványi Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/VGDE002NMMB?semester=2024/25/2
Sustainability Management,6,Vetőné Mózner Zsófia,magyar,https://www.uni-corvinus.hu/tantargyak/VGLE035NABB?semester=2024/25/2
Sustainable food system,6,Dr. Jámbor Attila,magyar,https://www.uni-corvinus.hu/tantargyak/PHG082?semester=2024/25/2
Sustainable Transport and Mobility Studies,3,Dr. Lieszkovszky József Pál,angol,https://www.uni-corvinus.hu/tantargyak/FENT037NABB?semester=2024/25/1
Sustainable Value Creation,3,Dr. Ócsai András,magyar,https://www.uni-corvinus.hu/tantargyak/CIAS007NABB?semester=2024/25/2
Szabadidő és turizmus,4,Dr. Keller Krisztina,magyar,https://www.uni-corvinus.hu/tantargyak/2GF26NAV08B?semester=2024/25/1
Szabadidő és turizmus,3,Dr. Keller Krisztina,magyar,https://www.uni-corvinus.hu/tantargyak/MATT010NMBB?semester=2023/24/1
Szabadidősport üzleti kérdései,3,Szabó Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NAK12M?semester=2024/25/2
Szabadidősport üzleti kérdései,3,Szabó Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60LAK12M?semester=2024/25/2
Szakdolgozat,10,Dr. Gyulai Attila,magyar,https://www.uni-corvinus.hu/tantargyak/NPPT027LMSB?semester=2024/25/2
Szakdolgozat,10,Dr. Móricz Péter,magyar,https://www.uni-corvinus.hu/tantargyak/VTVK033NMMB?semester=2024/25/2
Szakdolgozati módszertan,3,Dr. Hegedűs Rita,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NDVS1B?semester=2023/24/1
Szakdolgozatkonzultáció,5,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM031LMSB?semester=2024/25/2
Szakmai fejlesztés I.,1,Juhászné Dr. Klér Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM089NMMB?semester=2023/24/2
Szakmai fejlesztés I.,1,Juhászné Dr. Klér Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0079NMMB?semester=2024/25/2
Szakmai gyakorlat,10,Dr. Szántay Antal Péter,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKD3B?semester=2024/25/2
Szakmai gyakorlat,3,Dr. Szántay Antal Péter,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NAKI9M?semester=2024/25/2
Szakmai gyakorlat (négy egybefüggő hét),10,Dr. Várnagy Réka,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCK98B?semester=2024/25/2
Szakmódszertani iskolai gyakorlat,4,Dr. Daruka Magdolna,magyar,https://www.uni-corvinus.hu/tantargyak/OMMK031LMMB?semester=2024/25/2
Szakszeminárium,10,Dr. Vékás Péter,magyar,https://www.uni-corvinus.hu/tantargyak/4BO11NIK18M?semester=2023/24/2
Szakszeminárium,10,Dr. Mikolasek András,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NDK10M?semester=2024/25/2
Szakszeminárium,3,Dr. Móricz Péter,magyar,https://www.uni-corvinus.hu/tantargyak/VTVK032NMMB?semester=2023/24/1
Szakszeminárium,6,Dr. Jelen Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/VF00156LMSB?semester=2024/25/2
Szakszeminárium,10,Dr. Vékás Péter,magyar,https://www.uni-corvinus.hu/tantargyak/4B011NIK18M?semester=2024/25/2
Szakszeminárium (szakdolgozat),10,Dr. habil. Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKJ3B?semester=2024/25/2
Szakszeminárium 2.,7,Dr. Keller Krisztina,magyar,https://www.uni-corvinus.hu/tantargyak/2MA41NAK12B?semester=2024/25/2
Szakszeminárium BSc,5,Veress József,magyar,https://www.uni-corvinus.hu/tantargyak/2IR32NAK14B?semester=2024/25/2
Szakszeminárium és diplomamunka készítés,10,Professor Emerita Dr. Kovács Erzsébet,magyar,https://www.uni-corvinus.hu/tantargyak/4BO11Lk041S?semester=2023/24/2
Szakszeminárium és diplomamunka készítése,10,Dr. Vékás Péter,magyar,https://www.uni-corvinus.hu/tantargyak/MSOA045LMSB?semester=2024/25/2
Szakszeminárium I,3,Dr. Klimkó Gábor György,magyar,https://www.uni-corvinus.hu/tantargyak/INIR021EMSB?semester=2024/25/2
Szakszeminárium I: Kreativitás és kutatás a vállalkozásfejlesztésben,5,Dr. Virág Attila,magyar,https://www.uni-corvinus.hu/tantargyak/VF00106NMMB?semester=2023/24/1
Szakszeminárium I: Kreativitás és kutatás a vállalkozásfejlesztésben****,5,Dr. Virág Attila,magyar,https://www.uni-corvinus.hu/tantargyak/VALL040NMMB?semester=2024/25/1
Szakszeminárium I.,10,dr. Szabó Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/2IR32EAK16M?semester=2024/25/2
Szakszeminárium I.,5,Dr. Kürthy Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/4MK24NAK20O?semester=2024/25/2
Szakszeminárium I.,3,Dr. László Norbert,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LBK17B?semester=2024/25/2
Szakszeminárium I.,3,Marjainé Dr. Szerényi Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/2KG23NDK11B?semester=2024/25/2
Szakszeminárium I.,3,Nagy Judit,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NCV13B?semester=2024/25/2
Szakszeminárium I.,3,Dömötör Barbara Mária,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NAK14B?semester=2024/25/2
Szakszeminárium I.,3,Nagy Judit,magyar,https://www.uni-corvinus.hu/tantargyak/VF00036NMBB?semester=2024/25/2
Szakszeminárium I.,3,Nagy Judit,magyar,https://www.uni-corvinus.hu/tantargyak/VF00056NMBS?semester=2024/25/2
Szakszeminárium I.,3,Dr. Vas Réka Franciska,magyar,https://www.uni-corvinus.hu/tantargyak/INIR023LMSB?semester=2024/25/2
Szakszeminárium I. – pénzügy specializáció,3,Dr. Kerényi Péter,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV053NMBB?semester=2024/25/2
Szakszeminárium I. – számvitel specalizáció,3,Dr. László Norbert,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV057NMBB?semester=2024/25/2
Szakszeminárium II,7,Dr. Klimkó Gábor György,magyar,https://www.uni-corvinus.hu/tantargyak/INIR022EMSB?semester=2024/25/2
Szakszeminárium II: Diplomakonzultáció I.,4,Dr. Aranyossy Márta,magyar,https://www.uni-corvinus.hu/tantargyak/VF00107NMMB?semester=2024/25/2
Szakszeminárium II.,5,Szabó-Bakos Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/4MA23NAK20B?semester=2024/25/2
Szakszeminárium II.,10,dr. Szabó Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK92B?semester=2024/25/2
Szakszeminárium II.,5,dr. Gálik Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NCKH5B?semester=2024/25/2
Szakszeminárium II.,5,Dr. Kürthy Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/4MK24NAK21O?semester=2024/25/2
Szakszeminárium II.,7,Dr. László Norbert,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LBK18B?semester=2024/25/2
Szakszeminárium II.,7,Marjainé Dr. Szerényi Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/2KG23NDK12B?semester=2024/25/2
Szakszeminárium II.,7,Nagy Judit,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NCV14B?semester=2024/25/2
Szakszeminárium II.,7,Dömötör Barbara Mária,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NAK15B?semester=2024/25/2
Szakszeminárium II.,7,Dr. László Norbert,magyar,https://www.uni-corvinus.hu/tantargyak/2PU51NAK06B?semester=2024/25/2
Szakszeminárium II.,7,Toarniczky Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NAK23B?semester=2024/25/2
Szakszeminárium II.,7,Juhászné Dr. Klér Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NAK25B?semester=2024/25/2
Szakszeminárium II.,7,Nagy Judit,magyar,https://www.uni-corvinus.hu/tantargyak/VF00037NMBB?semester=2024/25/2
Szakszeminárium II.,7,Nagy Judit,magyar,https://www.uni-corvinus.hu/tantargyak/VF00057NMBS?semester=2024/25/2
Szakszeminárium II.,7,Dr. Vas Réka Franciska,magyar,https://www.uni-corvinus.hu/tantargyak/INIR024LMSB?semester=2024/25/2
Szakszeminárium II.,6,Dr. László Norbert,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM050NMMB?semester=2024/25/2
Szakszeminárium II. – duál,7,Dr. Aranyossy Márta,magyar,https://www.uni-corvinus.hu/tantargyak/VF00059NMBSD?semester=2024/25/2
Szakszeminárium II. – pénzügy specializáció,7,Dr. Kerényi Péter,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV054NMBB?semester=2024/25/2
Szakszeminárium II. – számvitel specalizáció,7,Dr. László Norbert,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV058NMBB?semester=2024/25/2
Szakszeminárium II. (szakdolgozat),5,Dr. Dúró József,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NGK47B?semester=2024/25/2
