targy_nev,kredit,felelos,nyelv,link
Health Policy and Public Health,6,Dr. Fadgyas-Freyler Petra,magyar,https://www.uni-corvinus.hu/tantargyak/KOZNXV4KZ72?semester=2024/25/2
Helyi gazdaságfejlesztés és vidékfejlesztés,3,Dr. Bálint Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAK22M?semester=2024/25/1
Helyi politika,3,Dr. Balázs Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCKA6B?semester=2024/25/2
History of Economic Thought,5,Dr. Horváth László,magyar,https://www.uni-corvinus.hu/tantargyak/KG00028NABB?semester=2024/25/2
History of European Civilization,3,Dr. Kelemen Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NCKI2B?semester=2024/25/2
History of Ideas II.,6,Dr. Balázs Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/TARS049NABB?semester=2024/25/2
History of Modern Europe,6,Dr. Kelemen Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/293NHISV445B?semester=2024/25/2
Hitelek és kockázatok makro és mikro szinten,4,Dr. Mikolasek András,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NAK09O?semester=2024/25/2
Human Geography,6,Dr. Salamin Géza,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NBKA4B?semester=2024/25/2
Human Resource Management,6,Hirra Pervez Butt,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKE6B?semester=2024/25/2
Human Resource Management,3,Dr. Szilas Roland Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM081NAMB?semester=2024/25/2
Human Resource Management,3,Hirra Pervez Butt,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM126NABB?semester=2024/25/2
Human Resources Management,6,Hirra Pervez Butt,magyar,https://www.uni-corvinus.hu/tantargyak/293NMANK485B?semester=2024/25/2
Human Rights in Europe,6,dr. Kirs Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB159NABB?semester=2024/25/2
Humán- és ökoetika,3,Dr. Toronyai Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/TARS121NMBB?semester=2023/24/2
Hungarian for Beginners I.,6,Tánczos Balázs,magyar,https://www.uni-corvinus.hu/tantargyak/293NLNGV105B?semester=2024/25/2
Hungarian Foreign Policy,6,Dr. Békés Csaba János,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB067NAMB?semester=2024/25/2
Hungarian language non fee-paying 5,3,Magyar Judit,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0072NABB?semester=2024/25/2
Hungarian Language SHI II.,3,Magyar Judit,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0004NABB?semester=2024/25/2
Hungarian Political System,3,Dr. Dúró József,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NFV77B?semester=2024/25/2
Hungarian Startup University Program Modul 1.,6,Dr. Bagó Péter,magyar,https://www.uni-corvinus.hu/tantargyak/INSA034NMBB?semester=2023/24/2
Hungarian Startup University Program Modul 2.,6,Dr. Pintér Éva,magyar,https://www.uni-corvinus.hu/tantargyak/INSA037NMMB?semester=2023/24/2
Hungarian Startup University Program Modul 2.,6,Dr. Bagó Péter,magyar,https://www.uni-corvinus.hu/tantargyak/INSA035NMBB?semester=2023/24/2
Hungarian Startup University Program Modul 2.,4,Dr. Bagó Péter,magyar,https://www.uni-corvinus.hu/tantargyak/VALL076NABB?semester=2024/25/2
Hungarian Startup University Program Modul 2.,4,Dr. Pintér Éva,magyar,https://www.uni-corvinus.hu/tantargyak/VALL077NAMB?semester=2024/25/2
ICF Coaching ethics and competencies,5,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0017LASB?semester=2024/25/2
Identitás tervezés és kreatív menedzsment,5,Dr. Cosovan Attila Róbert,magyar,https://www.uni-corvinus.hu/tantargyak/2ME43NAV07M?semester=2024/25/2
Identitywork in coaching,3,Toarniczky Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0006LASB?semester=2024/25/2
Idősoros ökonometria I,3,Keresztély Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN091NMOB?semester=2024/25/2
In-Between Europe,6,Kollai István,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB095NAMB?semester=2024/25/2
Industrial Organization,4,Tenev Anastas,magyar,https://www.uni-corvinus.hu/tantargyak/KG00049NABB?semester=2024/25/2
Industrial Organization,6,Bakó Barna,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG065NAMB?semester=2024/25/2
Industrial Organization in the Energy Sector,3,Selei Adrienn,magyar,https://www.uni-corvinus.hu/tantargyak/REKK013LASB?semester=2024/25/1
Információrendszerek vezetése,6,Dr. Móricz Péter,magyar,https://www.uni-corvinus.hu/tantargyak/VTVK031NMMB?semester=2023/24/1
Információrendszerek vezetése,6,Dr. Móricz Péter,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0077NMMB?semester=2024/25/1
Információs eszköztár doktori hallgatóknak,6,Fischer Mónika,magyar,https://www.uni-corvinus.hu/tantargyak/KONY001NAPB?semester=2024/25/2
Információs társadalom: Digitalizálás -alternatív értékteremtés,6,Veress József,magyar,https://www.uni-corvinus.hu/tantargyak/PHGI_INFTA?semester=2024/25/2
Informatika,magyar,Dr. Láng Blanka Klára,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ31NAK03B?semester=2024/25/2
Informatika I.,4,Dr. Láng Blanka Klára,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ31NAK02B?semester=2024/25/2
Informatikai biztonság,6,Dr. Klimkó Gábor György,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN070EMMB?semester=2024/25/2
Informatikai projektek mendzsmentje,4,Dr. Klimkó Gábor György,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN107EMSB?semester=2024/25/2
Informatikai projektek menedzsmentje,5,Dr. Klimkó Gábor György,magyar,https://www.uni-corvinus.hu/tantargyak/INIR075LMSB ?semester=2024/25/2
Informatikai projektek menedzsmentje,6,Dr. Klimkó Gábor György,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN072EMMB?semester=2024/25/2
Informatikai rendszerek fejlesztése,5,Burka Dávid,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ31NAK13B?semester=2024/25/2
Information Technology and Law,6,Dr. Balogh Zsolt György,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN135NAMB?semester=2024/25/2
Informationsmanagement,3,dr. Szabó Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/INIR012NMBB?semester=2024/25/2
Informationsmanagement,6,dr. Szabó Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN115NNBB?semester=2024/25/2
Ingatlan-befektetési számítások,5,Dr. Pintér Éva,magyar,https://www.uni-corvinus.hu/tantargyak/2VP73LAK05S?semester=2024/25/2
Ingatlan-értékbecslés ismeretek,5,Dr. Fiáth Attila,magyar,https://www.uni-corvinus.hu/tantargyak/2VP73LAK06S?semester=2024/25/2
Ingatlanfejlesztés,5,Dr. Virág Attila,magyar,https://www.uni-corvinus.hu/tantargyak/VF00155LMSB?semester=2024/25/2
Ingatlanpiac és szegmenseinek mérése I.,5,Dr. Bagó Péter,magyar,https://www.uni-corvinus.hu/tantargyak/2KA21LAK01S?semester=2024/25/2
Ingatlanpiaci alapismeretek,3,Dr. Vidovics-Dancs Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/9PU51NAV01B?semester=2024/25/1
Innováció és startupok,3,Dr. Bagó Péter,magyar,https://www.uni-corvinus.hu/tantargyak/INSA012NMBB?semester=2024/25/2
Innováció menedzsment,4,Deutsch Nikolett,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK17M?semester=2023/24/2
Innováció módszertani gyakorlatok,6,Dr. Hoffer Ilona,magyar,https://www.uni-corvinus.hu/tantargyak/VF00093NMMB?semester=2024/25/2
Innováció módszertani gyakorlatok,6,Dr. Pintér Éva,magyar,https://www.uni-corvinus.hu/tantargyak/VALL032NMMB?semester=2024/25/2
Innovációmenedzsment,5,Dr. Hoffer Ilona,magyar,https://www.uni-corvinus.hu/tantargyak/2SP72LAK24S?semester=2024/25/2
Innovációs projektek szoftveres támogatása,8,Dr. Blaskovics Bálint,magyar,https://www.uni-corvinus.hu/tantargyak/VF00097NMMB?semester=2024/25/2
Innovation Management,6,Deutsch Nikolett,magyar,https://www.uni-corvinus.hu/tantargyak/293NMANV576M?semester=2024/25/2
Innovation Management,6,Deutsch Nikolett,magyar,https://www.uni-corvinus.hu/tantargyak/VF00137NABB?semester=2024/25/2
Innovatív IT megoldások,6,Molnár Géza Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN065EMMB?semester=2024/25/1
Innovative Channel Management Business Project,6,Berezvai Zombor,magyar,https://www.uni-corvinus.hu/tantargyak/MARK027NAMB?semester=2024/25/2
Institutional Economics,6,Dr. Rosta Miklós,magyar,https://www.uni-corvinus.hu/tantargyak/NPVG018NAPB?semester=2024/25/2
Institutions and Processes of Public Policy,6,Kovács Éva Margit,magyar,https://www.uni-corvinus.hu/tantargyak/4KO03NBK82M?semester=2024/25/2
Institutions and Processes of Public Policy,6,Kovács Éva Margit,magyar,https://www.uni-corvinus.hu/tantargyak/TARS011NAMB?semester=2024/25/2
Integrált marketingkommunikáció a turizmusban,6,Dr. Irimiás Anna Rita,magyar,https://www.uni-corvinus.hu/tantargyak/MATT013NMBB?semester=2024/25/1
Integrált rendszerek,6,dr. Ternai Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/INIR054LMBB?semester=2024/25/2
Integrált rendszerek,6,dr. Ternai Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/INIR043NMBB?semester=2024/25/2
Integrált vállalatirányítási rendszerek,6,dr. Ternai Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN067EMMB?semester=2024/25/2
Integrated Marketing Communications,6,Dr. Horváth Dóra,magyar,https://www.uni-corvinus.hu/tantargyak/MARK074NAMB?semester=2024/25/2
Integritás-menedzsment,5,Dr. habil. Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKG1M?semester=2023/24/1
Intelligens alkalmazások fejlesztése,5,Dr. Fodor Szabina Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ31EAK07S?semester=2023/24/2
Intelligens alkalmazások fejlesztése,5,Dr. Fodor Szabina Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/INSA033LMSB ?semester=2023/24/2
Intercultural Communication,3,Dr. Havril Ágnes Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKM1B?semester=2024/25/2
Intercultural Communication: Hungary and the U.S.,6,Ward Jr. Stanley Allen,magyar,https://www.uni-corvinus.hu/tantargyak/PSPE042NMBB?semester=2024/25/2
Interkulturális kommunikáció,3,Dr. Havril Ágnes Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKO6B?semester=2024/25/2
Interkulturális kommunikáció,3,Dr. Malota Erzsébet,magyar,https://www.uni-corvinus.hu/tantargyak/MAMF020NMBB?semester=2024/25/2
International accounting,6,Dr. Lakatos László Péter,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM063NAMB?semester=2024/25/2
International and comparative economic law,6,dr. Hoffmann Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB105NAMB?semester=2024/25/2
International Branding Strategies,6,Dr. Kolos Krisztina Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/MAMM005NAMB?semester=2024/25/2
International Business Case Studies,6,Dr. Stocker Miklós György,magyar,https://www.uni-corvinus.hu/tantargyak/293NBUSV453B?semester=2024/25/2
International Business Economics,6,Dr. Havran Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NBK03M?semester=2024/25/2
International Business Economics,6,Dr. Havran Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/VALL004NAMB?semester=2024/25/2
International Case Competition Seminar I.,5,Dr. Stocker Miklós György,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0090NABB?semester=2024/25/2
International Case Competition Seminar II.,5,Dr. Stocker Miklós György,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0091NABB?semester=2024/25/2
International Development and Humanitarianism,6,dr. Paragi Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB052NAMB?semester=2024/25/2
International Economics,6,Szabó-Bakos Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/4VG32NAK60B?semester=2024/25/2
International Economics,8,Szabó-Bakos Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/KG00039NABB?semester=2024/25/2
International Economics,6,Szabó-Bakos Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/NPVG038NABB?semester=2024/25/2
International Financial Markets,6,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/4VG32NBK13M?semester=2024/25/2
International Financial Markets and Management,6,Hadházyné dr. Burucs Magdolna Judit,magyar,https://www.uni-corvinus.hu/tantargyak/NPVG005NABB?semester=2024/25/2
International Law,6,dr. Hoffmann Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP036?semester=2024/25/2
International Law I,3,Dr. Komanovics Adrienne Kinga,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NCK90B?semester=2024/25/2
International Law II,3,Dr. Komanovics Adrienne Kinga,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NCK93B?semester=2024/25/2
International Marketing,6,Dr. Kelemen Zita Anikó,magyar,https://www.uni-corvinus.hu/tantargyak/293NMARK371B?semester=2024/25/2
International Negotiations,5,Pásztor Sabrina Kim,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NAKJ7M?semester=2024/25/2
International Organisations – Theory and Practice,6,dr. Lehoczki Bernadett Judit,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB097NAMB?semester=2024/25/2
International Organizations and Economic Diplomacy,6,Dr. Szunomár Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32NBKB8M?semester=2024/25/2
International Political Economy,3,Vigvári Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/4VG32NAK61B?semester=2024/25/2
International Political Economy,6,Vigvári Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP047?semester=2024/25/2
International Relations from 1815 to 1945,6,Dr. Békés Csaba János,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NCK80B?semester=2024/25/2
International Strategy,6,Sebrek Szabolcs,magyar,https://www.uni-corvinus.hu/tantargyak/VGUG067NAMB?semester=2024/25/2
International taxation,3,Dr. Erdős Gabriella,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM070NAMB?semester=2024/25/2
International Trade Theory and Policy in Emerging Markets,magyar,Dr. Fodor Szabina Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/PHCDI007?semester=2024/25/2
Internet alkalmazásfejlesztés,3,Dr. Szántay Antal Péter,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ31NCV04B?semester=2023/24/1
Internship,10,Dr. Szántay Antal Péter,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKL5B?semester=2024/25/2
Internship,3,Golovics József,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NXKI9M?semester=2024/25/2
Intézményi közgazdaságtan,6,Golovics József,magyar,https://www.uni-corvinus.hu/tantargyak/4OG33NAK31B?semester=2024/25/1
Intézményi közgazdaságtan,5,Golovics József,magyar,https://www.uni-corvinus.hu/tantargyak/4OG33NAK01O?semester=2024/25/2
Intézményi közgazdaságtan,3,Golovics József,magyar,https://www.uni-corvinus.hu/tantargyak/GKOI025NMBS?semester=2024/25/2
Introduction to coaching,4,Dr. Dunavölgyi Mária,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0005LASB?semester=2024/25/2
Introduction to Computer Science,6,Illés Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV112NAMB?semester=2024/25/2
Introduction to Computer Science,6,Illés Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/PENZ050NAMB?semester=2024/25/2
Introduction to Economics,6,Orland Andreas,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG005NABB?semester=2024/25/2
Introduction to Financial Modeling,6,Dr. Felföldi-Szűcs Nóra Ágota,magyar,https://www.uni-corvinus.hu/tantargyak/293NFINV200B?semester=2024/25/2
Introduction to Health Economics,6,Beretzky Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/GKEK002NABB?semester=2024/25/2
Introduction to International Accounting,6,Tarpataki Eleonóra,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM007NABB?semester=2024/25/2
Introduction to International Relations,6,dr. Szűcs Anita,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NCK94B?semester=2024/25/2
Introduction to Law,3,Dr. Bán Dániel,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NAK88B?semester=2024/25/2
Introduction to psychology of behaviour,3,Szabó Zsolt Péter,angol,https://www.uni-corvinus.hu/tantargyak/VEZ0087NAMB?semester=2024/25/1
Introduction to Python Programming for Social Scientists,6,Vásárhelyi Orsolya,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN142NABB?semester=2024/25/2
Introduction to Qualitative Research Methods,6,Dr. Szilas Roland Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0024NAMB?semester=2024/25/2
Investigative Journalism,5,Dr. Berta-Deli Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NXKK1M?semester=2024/25/2
Investment and Financial Analysis in the Energy Sector,3,Mezősi András,magyar,https://www.uni-corvinus.hu/tantargyak/REKK020LASB?semester=2024/25/2
Investments,6,Badics Milán Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV107NAMB?semester=2024/25/2
Investments,6,Badics Milán Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/PENZ044NAMB?semester=2024/25/2
Islam in Europe,3,dr. Vékony Dániel,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NFVG8B?semester=2024/25/2
Ismerkedés az árfolyamokkal (IMP-SPM),6,Dr. Felföldi-Szűcs Nóra Ágota,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV059NMBB-SPM?semester=2024/25/2
Israel and/or Palestine,3,dr. Paragi Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NGVM6M?semester=2024/25/2
IT architektúra,6,Molnár Géza Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/INSA009NMBB?semester=2024/25/1
IT biztonság,3,Dr. Ősz Rita,magyar,https://www.uni-corvinus.hu/tantargyak/VGAV026NMBB?semester=2024/25/2
IT Project Management,6,Dr. Klimkó Gábor György,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN054NAMB?semester=2024/25/2
IT Security,6,Dr. Varga Krisztián,magyar,https://www.uni-corvinus.hu/tantargyak/293NBISK604M?semester=2024/25/2
IT Security,6,Dr. Varga Krisztián,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN050NAMB?semester=2024/25/2
IT Stratégia és vállalati architektúra menedzsment,6,Dr. Klimkó Gábor György,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN064EMMB?semester=2024/25/1
IT szolgáltatás- menedzsment és audit,6,dr. Szabó Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/INIR042NMBB?semester=2024/25/1
IT szolgáltatások menedzsmentje,5,dr. Szabó Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/2IR32EAK35S?semester=2024/25/2
IT szolgáltatások menedzsmentje,6,Dr. Varga Krisztián,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN073EMMB?semester=2024/25/2
IT vezetői képességek fejlesztése,5,Dr. Klimkó Gábor György,magyar,https://www.uni-corvinus.hu/tantargyak/2LK94EAK01S?semester=2023/24/1
IT vezetői képességek fejlesztése,6,Dr. Klimkó Gábor György,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN074EMMB?semester=2024/25/1
IT vezetői képességek fejlesztése,4,Dr. Klimkó Gábor György,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN108EMSB?semester=2024/25/1
Jó gyakorlatok az agrobizniszben,6,Dr. Török Áron,magyar,https://www.uni-corvinus.hu/tantargyak/VF00035NMBB?semester=2024/25/1
Jog és adózás,6,Dr. Bán Dániel,magyar,https://www.uni-corvinus.hu/tantargyak/PSGJ020NMBB?semester=2024/25/2
Jog és informatika,6,Dr. Dudás Gábor János,magyar,https://www.uni-corvinus.hu/tantargyak/INIK007NMBB?semester=2024/25/2
Jog és közgazdaságtan,6,Szalai Ákos,magyar,https://www.uni-corvinus.hu/tantargyak/GKKK032NMBB?semester=2024/25/2
"Jogi alapismeretek, biztosítási és pénztári jog",6,Dr. Csöndes Mónika,magyar,https://www.uni-corvinus.hu/tantargyak/VF00130LMSB?semester=2024/25/2
Jövőképes és újturizumus,5,Dr. Jászberényi Melinda,magyar,https://www.uni-corvinus.hu/tantargyak/FENT028LMSB?semester=2023/24/1
"Karrierfejlesztés, önmenedzsment",6,Juhászné Dr. Klér Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM062NMBB?semester=2024/25/2
"Képzés és fejlesztés, bevezetés az akciótanulásba",6,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM063NMBB?semester=2024/25/2
Kérdőívtervezés és kérdőívezési módszerek,6,Prof. Dr. Rencz Fanni,magyar,https://www.uni-corvinus.hu/tantargyak/4EG59NAV05M?semester=2024/25/2
Kérdőívtervezés workshop,3,Prof. Dr. Rencz Fanni,magyar,https://www.uni-corvinus.hu/tantargyak/KOZNXV4KZ74?semester=2024/25/2
